id,model,question,reference,prediction,rouge1,rouge2,rougeL,exact_match,token_f1,prediction_word_count,reference_word_count,suspicious_flag
10,Llama-3.2-1B-Instruct,"Anayasa madde 2'ye göre, türkiye cumhuriyeti'nin temel nitelikleri nelerdir","Anayasa madde 2'ye göre, türkiye cumhuriyeti'nin temel nitelikleri demokratik, laik, sosyal bir hukuk devleti olmasıdır. bu maddede belirtilen nitelikler, türkiye cumhuriyeti'nin yönetim biçiminin ve devlet yapısının temel ilkelerini oluşturur. demokratik devlet, halkın yönetime katılımını ve seçimle belirlenen temsilciler aracılığıyla yönetilmesini ifade eder. laik devlet, din ve devlet işlerinin ayrılmasını ve devletin tüm inançlara eşit mesafede durmasını sağlar. sosyal devlet, vatandaşlarının sosyal refahını artırmak için ekonomik ve sosyal politikalar uygular. hukuk devleti, tüm devlet faaliyetlerinin hukuk kurallarına uygun olarak yürütülmesini ve yargı denetimine açık olmasını sağlar.","Anayasa Madde 1 - Türk hukuku konusunda uzman bir asistanın görevleri ve yetkileri:

1. Türk hukuku hakkında kamuoyu ile arasındaki ilişkilerde yardımcı olmak.
2. Türk hukuku hakkında kamuoyu ile arasındaki ilişkilerde yardımcı olmak.
3. Türk hukuku hakkında kamuoyu ile arasındaki ilişkilerde yardımcı olmak.
4. Türk hukuku hakkında kamuoyu ile arasındaki ilişkilerde yardımcı olmak.

Anayasa Madde 2 - Türk hukuku konusunda uzman bir asistanın yetkileri:

1. Türk hukuku hakkında kamuoyu ile arasındaki ilişkilerde yardımcı olmak.
2. Türk hukuku hakkında kamuoyu ile arasındaki ilişkilerde yardımcı olmak.
3. Türk hukuku hakkında kamuoyu ile arasındaki ilişkilerde yardımcı olmak.",0.09923664122137406,0.015384615384615384,0.07633587786259544,0,0.05555555555555556,94,85,0
11,Llama-3.2-1B-Instruct,"Anayasa madde 2, hangi ilkeleri türkiye cumhuriyeti'nin temel nitelikleri olarak tanımlar","Anayasa madde 2, insan haklarına saygılı, atatürk milliyetçiliğine bağlı, başlangıçta belirtilen temel ilkelere dayanan bir devlet olarak tanımlar. i̇nsan haklarına saygılı devlet, vatandaşlarının temel hak ve özgürlüklerini korur ve bu hakların ihlal edilmesini engeller. atatürk milliyetçiliğine bağlı devlet, atatürk'ün ilke ve inkılaplarını benimser ve bu değerler doğrultusunda hareket eder. başlangıçta belirtilen temel ilkeler ise, devletin demokratik, laik, sosyal ve hukuk devleti niteliklerini ifade eder.","Anayasa, Türkiye'nin temel nitelikleri olarak tanımlanır:

- Türk milletinin, milletvekiyeti, demokrasi, demokrasi, anayasal monarşisi, anayasal demokrasi, humanistlik, socialistlik, demokrasi, insan hakları, liberty, justi, humanizm, sosyalist, liberal, sosyalist, liberaldemokrasi, liberalizm, anayasal monarşisi, anayasal demokrasi, anayasal demokrasi, anayasal monarşisi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi, anayasal demokrasi,",0.056,0.01612903225806452,0.04,0,0.037209302325581395,149,64,0
12,Llama-3.2-1B-Instruct,Anayasa madde 2'de belirtilen demokratik devletin özellikleri nelerdir,"Anayasa madde 2'de belirtilen demokratik devletin özellikleri, halkın yönetime katılımı, seçimler yoluyla temsil ve çoğulculuktur. demokratik devlet, vatandaşların yönetime doğrudan veya temsilcileri aracılığıyla katılmasını sağlar. seçimler, demokratik devletin en önemli unsurlarından biridir ve vatandaşların iradesini yansıtır. çoğulculuk, farklı görüşlerin ve düşüncelerin serbestçe ifade edilmesini ve temsil edilmesini sağlar. demokratik devlet, bu özellikleriyle vatandaşların siyasi haklarını korur ve yönetime katılımını teşvik eder.","Anayasa maddeleri, Türkiye'nin demokrasinin temel özelliklerini tanımlamaktadır. İşte anayasa maddeleri ile ilgili bazı özellikler:

1. **Demokratik Devlet**: Anayasa, Türkiye'de demokrasinin temel özelliklerinden biridir. Democrasi, halkın elinde olabilen bir devletin varlığına dayanır.",0.1739130434782609,0.029411764705882353,0.08695652173913045,0,0.14583333333333331,31,61,0
13,Llama-3.2-1B-Instruct,"Anayasa madde 2'ye göre, sosyal devlet anlayışı neyi ifade eder","Anayasa madde 2'ye göre, sosyal devlet anlayışı, devletin vatandaşlarının sosyal refahını sağlamak için gerekli ekonomik ve sosyal politikaları uygulamasını ifade eder. sosyal devlet, vatandaşlarının temel ihtiyaçlarını karşılamayı ve yaşam standartlarını yükseltmeyi hedefler. bu anlayış, eğitim, sağlık, sosyal güvenlik ve istihdam gibi alanlarda devletin aktif rol almasını ve vatandaşlarının sosyal haklarını güvence altına almasını gerektirir. sosyal devlet, aynı zamanda sosyal adaleti ve eşitliği sağlamayı amaçlar.","Anayasa maddesi 2, ""Sosyal devlet anlayışı, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin, kamu ve özel bir devletin,",0.052287581699346414,0.0087527352297593,0.052287581699346414,0,0.056338028169014086,361,64,0
14,Llama-3.2-1B-Instruct,Anayasa madde 2'de laik devletin tanımı nedir,"Anayasa madde 2'de laik devletin tanımı, devletin din ve devlet işlerini birbirinden ayırarak, tüm inançlara eşit mesafede durmasıdır. laik devlet, dinin devlet işlerine karışmamasını ve devletin de din işlerine müdahale etmemesini sağlar. bu anlayış, din ve vicdan özgürlüğünü güvence altına alır ve her bireyin inançlarını serbestçe yaşamasına imkan tanır. laiklik, aynı zamanda dinin siyasete alet edilmesini engeller ve devletin tarafsızlığını korur.","Anayasa maddeleri, Türk Anayasası'nı oluşturur. Anayasa maddeleri, Türk hukuku ve demokrasi principles'ine dayanan bir metne sahiptir. Anayasa maddeleri, devletin tanımı, devletin kuruluşu, devletin görevleri ve hak ve özgürlükleri, kamuoyu, demokrasi, hukuk, ekonomi, eğitim, sağlık ve diğer konularla ilgilidir.

Anayasa maddeleri, devletin tanımı, devletin kuruluşu ve görevleri:

1. Devletin Tanımı: Anayasa, devletin tanımı, devletin kuruluşu ve görevlerini belirler. Devletin tanımı, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devletin kuruluşu, devletin görevleri, devletin rolü, devlet",0.13569321533923304,0.023738872403560828,0.08849557522123894,0,0.096,186,61,0
15,Llama-3.2-1B-Instruct,"Anayasa madde 2, hukuk devleti ilkesini nasıl tanımlar","Anayasa madde 2, hukuk devleti ilkesini, devletin tüm eylem ve işlemlerinin hukuk kurallarına bağlı olduğu, yargı denetimine açık olduğu bir sistem olarak tanımlar. hukuk devleti, yasaların üstünlüğünü kabul eder ve devletin faaliyetlerinin hukuka uygun olmasını sağlar. bu ilke, vatandaşların haklarının ve özgürlüklerinin korunmasını ve devletin keyfi uygulamalarına karşı yargı denetimi yoluyla korunmalarını temin eder. hukuk devleti, adaletin sağlanmasını ve hukukun herkes için eşit uygulanmasını garanti eder.","Anayasa maddesi 2, ""Hukuk devleti, hukukun temel principlesi, hukukun temel kanunu, hukukun temel kurallarını, hukukun temel kuruluşunu, hukukun temel kurumlarını, hukukun temel kuruluşun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslerini, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslerini, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun esaslarını, hukukun temel kuruluşunun",0.09411764705882353,0.011834319526627219,0.09411764705882353,0,0.04219409282700422,171,66,0
16,Llama-3.2-1B-Instruct,"Anayasa madde 2'ye göre, türkiye cumhuriyeti'nin değişmez nitelikleri nelerdir","Anayasa madde 2'ye göre, türkiye cumhuriyeti'nin değişmez nitelikleri demokratik, laik, sosyal bir hukuk devleti olmasıdır. bu nitelikler, türkiye'nin temel devlet yapısını ve yönetim biçimini belirler. demokratik devlet, halkın yönetime katılımını ve seçimler yoluyla temsil edilmesini sağlar. laik devlet, din ve devlet işlerini birbirinden ayırır ve din özgürlüğünü korur. sosyal devlet, vatandaşların sosyal refahını artırmak için politikalar uygular ve sosyal adaleti sağlar. hukuk devleti, yasaların üstünlüğünü kabul eder ve devletin faaliyetlerinin hukuka uygun olmasını temin eder.","Anayasa Madde 2, Türkiye Cumhuriyeti'nin değişmez niteliklerini belirleyen maddedir. Bu maddede, cumhuriyetin esas ve özelliklerini, kamu ve özel hayatın temelinde bulundurduğu principles olarak tanımlanmıştır.

Türkiye Cumhuriyeti'nin değişmez nitelikleri, şunlardır:

- Birinciincip:

- Birinciincip, cumhuriyetin esasını, demokrasi, liberty, freedom, equality, adalet, yargı, kamu ve özel hayatın temelinde bulundurur.
- Buincip, cumhuriyetin temel principlesidir ve cumhuriyetin özelliklerini oluşturur.

- İkinciincip:

- İkinciincip, cumhuriyetin kamu ve özel hayatın temelinde bulundurduğu principlesdir.
- Buincip, cumhuriyetin temel principlesidir ve cumhuriyetin özelliklerini oluşturur.

- Üçüncüincip:

- Üçüncincip, cumhuriyetin kamu ve özel hayatın temelinde bulundurduğu principlesdir.
- Buincip, cumhuriyetin temel principlesidir ve cumhuriyetin özelliklerini oluşturur.

- Dördüncüincip:

- Dördüncüincip, cumhuriyetin kamu ve özel hayatın temelinde bulundurduğu principlesdir.
- Buincip, cumhuriyetin temel principlesidir ve cumhuriyetin özelliklerini oluşturur.

- Yedinciincip:

- Yedinciincip, cumhuriyetin temel principlesidir ve cumhuriyetin özelliklerini oluşturur.

- Sekizinciincip:

- Sekizinciincip, cumhuriyetin temel principlesidir ve cumhuriyetin özelliklerini oluşturur.

- Dizgiincip:

- Dizgiincip, cumhuriyetin temel principlesidir ve cumhuriyetin özelliklerini oluşturur.

- Yedinciincip:

- Yedinciincip, cumhuriyetin temel principlesidir ve cumhuriyetin özelliklerini oluşturur.

- Dizgiincip:

- Dizgiincip, cumhuriyetin temel principlesidir ve cumhuriyetin özelliklerini oluşturur.

- Yedinci",0.21710526315789472,0.0662251655629139,0.16447368421052633,0,0.15319148936170213,176,75,0
17,Llama-3.2-1B-Instruct,"Anayasa madde 2, insan haklarına saygılı devlet anlayışını nasıl açıklar","Anayasa madde 2, insan haklarına saygılı devlet anlayışını, devletin vatandaşlarının temel hak ve özgürlüklerine saygı göstermesi ve bunları koruması olarak açıklar. i̇nsan haklarına saygılı devlet, vatandaşların yaşam, özgürlük, güvenlik ve mülkiyet haklarını korur. ayrıca, düşünce, ifade, din ve vicdan özgürlüğü gibi temel hakların korunmasını sağlar. devlet, insan haklarının ihlal edilmesini engellemek ve bu hakları güvence altına almakla yükümlüdür. bu anlayış, devletin vatandaşlarına karşı sorumluluklarını ve yükümlülüklerini belirler.","Anayasa madde 2, insan haklarına saygılı bir devlet anlayışını tanımlar. Bu madde, insan hakları ve hak ve özgürlükleri korunurken, devletin insanlara karşı sorumluluğunu vurgulamaktadır.

Anayasa madde 2, ""Anayasa, insan hakları ve hak ve özgürlükleri korunur."" metniyle startere eder. Bu metinde, insan hakları ve hak ve özgürlükleri koruma principi olarak anayasaya yer verilir.",0.3930635838150289,0.17543859649122806,0.27745664739884396,0,0.3666666666666667,52,67,0
18,Llama-3.2-1B-Instruct,"Anayasa madde 2, atatürk milliyetçiliğine bağlı devlet kavramını nasıl tanımlar","Anayasa madde 2, atatürk milliyetçiliğine bağlı devlet kavramını, devletin atatürk'ün ilke ve inkılaplarına bağlı kalarak milletin bağımsızlığını ve bütünlüğünü koruması olarak tanımlar. atatürk milliyetçiliği, türkiye'nin modernleşme sürecinde önemli bir rol oynamış ve ülkenin laik, demokratik ve sosyal bir hukuk devleti olarak şekillenmesine katkıda bulunmuştur. bu kavram, milli birlik ve beraberliği, bağımsızlık ve egemenliği, laiklik ve çağdaşlaşmayı esas alır. devlet, atatürk milliyetçiliği doğrultusunda hareket ederek, bu değerleri koruma ve geliştirme görevini üstlenir.","Anayasa Madde 2, Türk hukuku konusunda uzman bir asistansın, milletvevatiye, milletvekiline bağlı devlet kavramını tanımlar.",0.2105263157894737,0.10687022900763359,0.16541353383458646,0,0.18181818181818182,15,71,0
19,Llama-3.2-1B-Instruct,Anayasa madde 2'de sosyal adaletin sağlanması nasıl açıklanır,"Anayasa madde 2'de sosyal adaletin sağlanması, devletin sosyal ve ekonomik politikalarla vatandaşlar arasındaki eşitsizlikleri gidermesi ve sosyal refahı artırması olarak açıklanır. sosyal adalet, toplumun tüm kesimlerinin eşit fırsatlara sahip olmasını ve yaşam standartlarının yükseltilmesini hedefler. devlet, eğitim, sağlık, sosyal güvenlik ve istihdam gibi alanlarda politikalar geliştirerek sosyal adaleti sağlar. ayrıca, dezavantajlı grupların korunması ve desteklenmesi, gelir dağılımındaki adaletsizliklerin giderilmesi ve sosyal refahın artırılması da sosyal adaletin sağlanması için önemlidir.","Anayasa maddesi 2, ""Sosyal adaleti sağlassen, kamu yararları için sosyal reformları yapma ve kamuye aid edilebilecek measures almak, kamu mühendislik, sanayi, tıbbi, eğitim ve emekçilik, sosyal hizmet, kamu kuruluşları, kamu kuruluşları, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu, kamu kuruluşu,",0.0947075208913649,0.022408963585434174,0.06685236768802229,0,0.08097165991902833,177,69,0
20,Llama-3.2-1B-Instruct,"Anayasa madde 3'e göre, türkiye'nin resmi dili nedir","Anayasa madde 3'e göre, türkiye'nin resmi dili türkçedir. bu madde, türkçenin devletin tüm resmi işlemlerinde, eğitim kurumlarında ve kamu kurumlarında kullanılmasını zorunlu kılar. resmi dilin türkçe olması, türkiye'nin kültürel bütünlüğünü ve milli kimliğini korumak amacıyla belirlenmiştir. türkçe, aynı zamanda vatandaşlar arasındaki iletişimin sağlanması ve devletin resmi yazışmalarında kullanılacak dil olarak kabul edilmiştir.","Anayasa Madsı 3, ""Türkçe'dir."" olarak düzenlenmiştir.",0.1386138613861386,0.04040404040404041,0.1386138613861386,0,0.1290322580645161,6,52,0
21,Llama-3.2-1B-Instruct,"Anayasa madde 3, türkiye'nin başkentini nasıl belirler","Anayasa madde 3, türkiye'nin başkentini ankara olarak belirler. başkent ankara, türkiye'nin siyasi, idari ve kültürel merkezi olarak kabul edilir. ankara'nın başkent olarak seçilmesi, kurtuluş savaşı sırasında stratejik bir konumda bulunması ve bağımsızlık mücadelesinde önemli bir rol oynaması nedeniyle tercih edilmiştir. başkent, türkiye'nin yönetim merkezi olarak tüm devlet organlarının ve kamu kurumlarının bulunduğu yerdir.","Anayasa maddesi 3, Türkiye'nin başkenti olarak İstanbul'u belirlemek için 14 February 1923 tarihinde kabul edilen Anayasa maddesidır. Bu maddede, Türkiye'nin başkenti olarak İstanbul'u belirlemek için 7 iki kriterin existencei gerekir. 

1.  İstanbul'un Türkiye'nin de facto başkenti olması
2.  İstanbul'un Türkiye'nin de facto başkenti olması
3.  İstanbul'un Türkiye'nin ekonomik, politik, cultural, kültürel, eğitim ve sanayi gibi alanlarda bir Downing Place olarak kabul edilebilmemesi",0.29885057471264365,0.12790697674418605,0.20689655172413796,0,0.22388059701492538,62,53,0
22,Llama-3.2-1B-Instruct,Anayasa madde 3'te türkiye'nin bayrağı nasıl tanımlanır,"Anayasa madde 3'te türkiye'nin bayrağı, beyaz ay yıldızlı al bayrak olarak tanımlanır. bu bayrak, kırmızı zemin üzerine beyaz ay ve yıldız sembollerini içerir. türkiye'nin bayrağı, milli birlik ve beraberliğin, bağımsızlığın ve egemenliğin sembolüdür. bayrağın rengi ve sembolleri, türk milletinin tarihsel ve kültürel değerlerini yansıtır. bayrak, devletin ve milletin onuru ve gururu olarak kabul edilir.","Anayasa maddesi 3, Türkiye'nin bayrağı hakkında detailed bir şekilde tanımlanmıştır. 

Türkiye'nin bayrağı, Türkiye'nin bayrağı, bir state bayrağıdır. Bayrağın iki ana partını, iki ana sembolü ile tamamlamaktadır. 

Bu two partlar arasında bir de bir arka planı vardır.",0.3407407407407408,0.16541353383458648,0.26666666666666666,0,0.20833333333333331,36,54,0
23,Llama-3.2-1B-Instruct,"Anayasa madde 3'e göre, türkiye'nin milli marşı nedir","Anayasa madde 3'e göre, türkiye'nin milli marşı i̇stiklal marşı'dır. i̇stiklal marşı, 12 mart 1921 tarihinde türkiye büyük millet meclisi tarafından kabul edilmiştir. milli marş, türk milletinin bağımsızlık ve özgürlük mücadelesini, vatan sevgisini ve milli birliği ifade eder. i̇stiklal marşı, mehmet akif ersoy tarafından yazılmış ve osman zeki üngör tarafından bestelenmiştir. milli marş, devletin ve milletin sembollerinden biri olarak resmi törenlerde ve önemli günlerde söylenir.","Anayasa maddesi 3, ""Milletin milliyetçilik ve milliyetçi ideolojini yayımlamaya hak ve hakları müteakip, milletin milliyetçi ideolojini yayımlayacaktır. Milliyetçi ideolojinin, milletin milliyetçilik principles'ine dayanan, milliyetçi ideolojinin temelini oluşturan ve milli bir ulusal bir devletin kurulması için, milliyetçi ideolojinin en önemli unsurlarından biri olmasıdır.""",0.24836601307189543,0.026490066225165566,0.14379084967320263,0,0.17699115044247785,42,64,0
24,Llama-3.2-1B-Instruct,"Anayasa madde 3, devletin bütünlüğü kavramını nasıl açıklar","Anayasa madde 3, devletin bütünlüğü kavramını, türkiye'nin ülkesi ve milletiyle bölünmez bir bütün olduğu şeklinde açıklar. devletin bütünlüğü, ülke sınırları içinde bölünme ve ayrılmanın kabul edilmediği anlamına gelir. bu ilke, türkiye'nin toprak bütünlüğünü ve milli birliğini koruma amacını taşır. devletin bütünlüğü, anayasal bir ilke olarak türkiye'nin siyasi, idari ve coğrafi birliğini sağlar ve bu birliğin korunmasını güvence altına alır.","Anayasa'nın 3. maddesi, devletin bütünlüğü kavramını açıklamaktadır. Bu maddede, ""Anayasa, Türk milletler cumhuriyetinin temelini oluşturan bir birlikte, demokrasinin temel principlesine dayanan bir demokrasinin kuruluşunu, demokrasinin temel kurallarını, demokrasinin temel değerlerini, demokrasinin temel kuruluşu, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini, demokrasinin temel kuruluşu, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini oluşturmak, demokrasinin temel principlesine dayanan bir cumhuriyetin temelini",0.11320754716981131,0.03164556962025316,0.08176100628930817,0,0.0642570281124498,186,59,0
25,Llama-3.2-1B-Instruct,Anayasa madde 3'te yer alan devletin bölünmez bütünlüğü ne anlama gelir,"Anayasa madde 3'te yer alan devletin bölünmez bütünlüğü, ülke sınırları içinde bölünme ve ayrılmanın kabul edilmediği anlamına gelir. bu ilke, türkiye'nin toprak bütünlüğünü ve milli birliğini koruma amacını taşır. devletin bölünmez bütünlüğü, türkiye'nin siyasi, idari ve coğrafi birliğini sağlar ve bu birliğin korunmasını güvence altına alır. bu anlayış, türkiye'nin topraklarının ve milli birliğinin korunmasını ve dış tehditlere karşı savunulmasını hedefler.","Anayasa madde 3, Türk Anayasası'nın 3. maddesi ile ilgili olarak açıklamaktadır. Bu maddede, devletin bölünmez bütünlüğü anayasallaşma ve devrimden sonra kabul edilebilecek bir duruma gelmesi içinspecified bir condition tanımlanmıştır.

Anayasa madde 3, ""Devrimden sonra kabul edilebilecek bir duruma gelmesi için, devletin bölünmez bütünlüğü, devrimden sonra kabul edilebilecek bir duruma gelmesi için, devrimci gruplar tarafından kabul edilebilecek bir anayasal düzenlemede, devrimci gruplar tarafından kabul edilebilecek bir anayasal düzenlemenin, devrimci grupların devrimci bir önlemleri alması, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayasal düzenlemenin, devrimci bir önlemin kabul edilebilecek bir anayas",0.17613636363636362,0.09142857142857143,0.14204545454545453,0,0.08791208791208792,208,60,0
